"NOME_URNA_CANDIDATO" "NOME_MUNICIPIO" "TOTAL_VOTOS" "QTD_COMPARECIMENTO" "DESC_SIT_CAND_TOT" "DESCRICAO_CARGO" "PROP_VOT" "prop.total"
"VIVALDO COSTA" "SÃO FERNANDO" 567 2867 "SUPLENTE" "DEPUTADO ESTADUAL" 19.78 "TOTAL:71,16%"
"ABRAÃO LINCOLN" "TIBAU DO SUL" 1656 8343 "SUPLENTE" "DEPUTADO FEDERAL" 19.85 "TOTAL:66,95%"
"WALTER ALVES" "FRANCISCO DANTAS" 424 2125 "ELEITO POR QP" "DEPUTADO FEDERAL" 19.95 "TOTAL:70,72%"
"GUSTAVO CARVALHO" "SÃO BENTO DO TRAIRÍ" 624 3127 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.96 "TOTAL:78,2%"
"GALENO" "BODÓ" 454 2271 "ELEITO POR QP" "DEPUTADO ESTADUAL" 19.99 "TOTAL:75,25%"
"SAVIO" "LAJES PINTADAS" 797 3973 "SUPLENTE" "DEPUTADO FEDERAL" 20.06 "TOTAL:67,51%"
"GUSTAVO CARVALHO" "POÇO BRANCO" 1750 8659 "ELEITO POR QP" "DEPUTADO ESTADUAL" 20.21 "TOTAL:52,12%"
"RICARDO MOTTA" "LAGOA DE VELHOS" 543 2682 "ELEITO POR QP" "DEPUTADO ESTADUAL" 20.25 "TOTAL:57,38%"
"ODON JR" "CURRAIS NOVOS" 5051 24912 "SUPLENTE" "DEPUTADO ESTADUAL" 20.28 "TOTAL:59,44%"
"CARLSON GOMES" "CURRAIS NOVOS" 5061 24912 "SUPLENTE" "DEPUTADO ESTADUAL" 20.32 "TOTAL:59,44%"
"FABIO FARIA" "ACARI" 1572 7691 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.44 "TOTAL:62,57%"
"GALENO" "ARÊS" 1803 8822 "ELEITO POR QP" "DEPUTADO ESTADUAL" 20.44 "TOTAL:63,7%"
"GUSTAVO CARVALHO" "PILÕES" 552 2701 "ELEITO POR QP" "DEPUTADO ESTADUAL" 20.44 "TOTAL:83,28%"
"SANDRA ROSADO" "SÍTIO NOVO" 818 4002 "SUPLENTE" "DEPUTADO FEDERAL" 20.44 "TOTAL:70,96%"
"WALTER ALVES" "NÍSIA FLORESTA" 3128 15221 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.55 "TOTAL:51,41%"
"JOSÉ DIAS" "PENDÊNCIAS" 1775 8617 "ELEITO POR QP" "DEPUTADO ESTADUAL" 20.6 "TOTAL:45,57%"
"GETULIO REGO" "ALMINO AFONSO" 839 4067 "ELEITO POR QP" "DEPUTADO ESTADUAL" 20.63 "TOTAL:79,3%"
"WALTER ALVES" "SERRA NEGRA DO NORTE" 1003 4863 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.63 "TOTAL:74,31%"
"JACÓ JÁCOME" "JAPI" 889 4305 "ELEITO POR QP" "DEPUTADO ESTADUAL" 20.65 "TOTAL:66,44%"
"SANDRA ROSADO" "SERRA DO MEL" 1540 7457 "SUPLENTE" "DEPUTADO FEDERAL" 20.65 "TOTAL:58,26%"
"WALTER ALVES" "ACARI" 1592 7691 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.7 "TOTAL:62,57%"
"NELTER QUEIROZ" "SÃO FERNANDO" 594 2867 "ELEITO POR QP" "DEPUTADO ESTADUAL" 20.72 "TOTAL:71,16%"
"FABIO FARIA" "FLORÂNIA" 1371 6584 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.82 "TOTAL:59,81%"
"WALTER ALVES" "JARDIM DE PIRANHAS" 1894 9099 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.82 "TOTAL:80,86%"
"FELIPE MAIA" "JOÃO CÂMARA" 4153 19926 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.84 "TOTAL:65,61%"
"DRA ZENAIDE MAIA" "LAJES PINTADAS" 832 3973 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.94 "TOTAL:67,51%"
"DRA ZENAIDE MAIA" "BREJINHO" 1516 7229 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.97 "TOTAL:65,32%"
"WALTER ALVES" "SERRA CAIADA" 1283 6116 "ELEITO POR QP" "DEPUTADO FEDERAL" 20.98 "TOTAL:78,63%"
"JOSE ADECIO" "CAIÇARA DO RIO DO VENTO" 635 3016 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 21.05 "TOTAL:78,71%"
"ABRAÃO LINCOLN" "GALINHOS" 389 1840 "SUPLENTE" "DEPUTADO FEDERAL" 21.14 "TOTAL:70,86%"
"RAFAEL MOTTA" "JAÇANÃ" 1019 4806 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.2 "TOTAL:75,02%"
"FABIO FARIA" "JANDAÍRA" 1021 4813 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.21 "TOTAL:73,46%"
"FELIPE MAIA" "LAGOA SALGADA" 1374 6477 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.21 "TOTAL:68,51%"
"GEORGE SOARES" "ITAJÁ" 1109 5229 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.21 "TOTAL:72,93%"
"MÁRCIA MAIA" "BAÍA FORMOSA" 1146 5402 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.21 "TOTAL:60,12%"
"DRA ZENAIDE MAIA" "SÃO FERNANDO" 609 2867 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.24 "TOTAL:77,99%"
"FABIO FARIA" "PEDRO VELHO" 1921 9041 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.25 "TOTAL:54,58%"
"AGNELO" "PEDRO AVELINO" 1104 5163 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.38 "TOTAL:74,43%"
"RAIMUNDO FERNANDES" "FRANCISCO DANTAS" 455 2125 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.41 "TOTAL:74,4%"
"WALTER ALVES" "FELIPE GUERRA" 1151 5364 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.46 "TOTAL:73,66%"
"RAFAEL MOTTA" "SERRINHA" 1167 5436 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.47 "TOTAL:71,96%"
"GUSTAVO FERNANDES" "FRANCISCO DANTAS" 457 2125 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.51 "TOTAL:74,4%"
"RAFAEL MOTTA" "SÍTIO NOVO" 861 4002 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.51 "TOTAL:70,96%"
"SANDRA ROSADO" "RAFAEL FERNANDES" 748 3477 "SUPLENTE" "DEPUTADO FEDERAL" 21.51 "TOTAL:73,57%"
"RAFAEL MOTTA" "TANGARÁ" 1994 9264 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.52 "TOTAL:64,07%"
"JOSÉ DIAS" "IELMO MARINHO" 1741 8073 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.57 "TOTAL:63,48%"
"FABIO FARIA" "RAFAEL GODEIRO" 555 2572 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.58 "TOTAL:69,87%"
"DISON LISBOA" "BAÍA FORMOSA" 1167 5402 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.6 "TOTAL:60,12%"
"MÁRCIA MAIA" "SENADOR GEORGINO AVELINO" 653 3020 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.62 "TOTAL:66,56%"
"SANDRA ROSADO" "CARNAUBAIS" 1488 6878 "SUPLENTE" "DEPUTADO FEDERAL" 21.63 "TOTAL:54,84%"
"DISON LISBOA" "CANGUARETAMA" 3917 18087 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.66 "TOTAL:59,88%"
"JOSE ADECIO" "TENENTE LAURENTINO CRUZ" 841 3872 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 21.72 "TOTAL:67,87%"
"RICARDO MOTTA" "MONTE DAS GAMELEIRAS" 469 2153 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.78 "TOTAL:70,31%"
"RAFAEL MOTTA" "MONTANHAS" 1504 6900 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.8 "TOTAL:76,46%"
"GALENO" "VÁRZEA" 879 4022 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.85 "TOTAL:62,25%"
"ADRIANO GADELHA" "SÃO RAFAEL" 1306 5959 "SUPLENTE" "DEPUTADO FEDERAL" 21.92 "TOTAL:73,87%"
"ERALDO" "DOUTOR SEVERIANO" 925 4216 "SUPLENTE" "DEPUTADO FEDERAL" 21.94 "TOTAL:71,54%"
"WALTER ALVES" "SENADOR ELÓI DE SOUZA" 911 4144 "ELEITO POR QP" "DEPUTADO FEDERAL" 21.98 "TOTAL:64,38%"
"JÁCOME" "LAGOA SALGADA" 1424 6477 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 21.99 "TOTAL:68,51%"
"RICARDO MOTTA" "BREJINHO" 1590 7229 "ELEITO POR QP" "DEPUTADO ESTADUAL" 21.99 "TOTAL:54,69%"
"RAFAEL MOTTA" "SANTA MARIA" 808 3664 "ELEITO POR QP" "DEPUTADO FEDERAL" 22.05 "TOTAL:72,02%"
"GUSTAVO CARVALHO" "PARAÚ" 741 3347 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.14 "TOTAL:74,52%"
"RICARDO MOTTA" "PASSAGEM" 700 3158 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.17 "TOTAL:74,35%"
"RAFAEL MOTTA" "MAJOR SALES" 504 2272 "ELEITO POR QP" "DEPUTADO FEDERAL" 22.18 "TOTAL:82,22%"
"RICARDO MOTTA" "SÃO JOSÉ DO CAMPESTRE" 1802 8123 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.18 "TOTAL:50,69%"
"TOMBA" "SERRA CAIADA" 1366 6116 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.33 "TOTAL:73,98%"
"JÁCOME" "LAGOA DE VELHOS" 600 2682 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 22.37 "TOTAL:66,56%"
"RAFAEL MOTTA" "BOM JESUS" 1347 6015 "ELEITO POR QP" "DEPUTADO FEDERAL" 22.39 "TOTAL:68,46%"
"WALTER ALVES" "CANGUARETAMA" 4055 18087 "ELEITO POR QP" "DEPUTADO FEDERAL" 22.42 "TOTAL:60,25%"
"GUSTAVO FERNANDES" "SERRINHA" 1221 5436 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.46 "TOTAL:72,86%"
"GARIBALDE LEITE" "ESPÍRITO SANTO" 1295 5751 "SUPLENTE" "DEPUTADO ESTADUAL" 22.52 "TOTAL:75,65%"
"CIÇÃO" "SÃO JOSÉ DO SERIDÓ" 791 3500 "NÃO ELEITO" "DEPUTADO FEDERAL" 22.6 "TOTAL:70,02%"
"MÁRCIA MAIA" "CARNAUBAIS" 1557 6878 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.64 "TOTAL:60,29%"
"NELTER QUEIROZ" "CRUZETA" 1313 5797 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.65 "TOTAL:69,4%"
"RICARDO MOTTA" "UPANEMA" 1976 8724 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.65 "TOTAL:47,2%"
"WALTER ALVES" "ARÊS" 2007 8822 "ELEITO POR QP" "DEPUTADO FEDERAL" 22.75 "TOTAL:68,22%"
"DRA ZENAIDE MAIA" "GALINHOS" 419 1840 "ELEITO POR QP" "DEPUTADO FEDERAL" 22.77 "TOTAL:70,86%"
"GEORGE SOARES" "IPANGUAÇU" 2281 10007 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.79 "TOTAL:56,76%"
"RAFAEL MOTTA" "PARELHAS" 3164 13875 "ELEITO POR QP" "DEPUTADO FEDERAL" 22.8 "TOTAL:57,47%"
"RICARDO MOTTA" "MONTE ALEGRE" 2833 12384 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.88 "TOTAL:58,42%"
"GUSTAVO CARVALHO" "NÍSIA FLORESTA" 3490 15221 "ELEITO POR QP" "DEPUTADO ESTADUAL" 22.93 "TOTAL:50,58%"
"FELIPE MAIA" "MONTE DAS GAMELEIRAS" 496 2153 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.04 "TOTAL:79,19%"
"MÁRCIA MAIA" "SERRA NEGRA DO NORTE" 1121 4863 "ELEITO POR QP" "DEPUTADO ESTADUAL" 23.05 "TOTAL:72,76%"
"DRA ZENAIDE MAIA" "SÃO MIGUEL DO GOSTOSO" 1399 6067 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.06 "TOTAL:71,64%"
"AMAZAN" "CARNAÚBA DOS DANTAS" 1151 4978 "SUPLENTE" "DEPUTADO ESTADUAL" 23.12 "TOTAL:58,74%"
"ABRAÃO LINCOLN" "CAIÇARA DO NORTE" 973 4207 "SUPLENTE" "DEPUTADO FEDERAL" 23.13 "TOTAL:72,48%"
"MÁRCIA MAIA" "GOVERNADOR DIX-SEPT ROSADO" 2168 9332 "ELEITO POR QP" "DEPUTADO ESTADUAL" 23.23 "TOTAL:49,3%"
"GUSTAVO FERNANDES" "GROSSOS" 1524 6529 "ELEITO POR QP" "DEPUTADO ESTADUAL" 23.34 "TOTAL:71,83%"
"FABIO FARIA" "SÃO PAULO DO POTENGI" 2525 10811 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.36 "TOTAL:57,97%"
"WALTER ALVES" "LAGOA NOVA" 2148 9148 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.48 "TOTAL:67,02%"
"VIVALDO COSTA" "SÃO JOÃO DO SABUGI" 1045 4448 "SUPLENTE" "DEPUTADO ESTADUAL" 23.49 "TOTAL:73,13%"
"EZEQUIEL FERREIRA" "PEDRA PRETA" 600 2552 "ELEITO POR QP" "DEPUTADO ESTADUAL" 23.51 "TOTAL:72,45%"
"SANDRA ROSADO" "JAÇANÃ" 1134 4806 "SUPLENTE" "DEPUTADO FEDERAL" 23.6 "TOTAL:75,02%"
"ABRAÃO LINCOLN" "SÃO BENTO DO NORTE" 639 2694 "SUPLENTE" "DEPUTADO FEDERAL" 23.72 "TOTAL:75,12%"
"RAFAEL MOTTA" "IELMO MARINHO" 1917 8073 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.75 "TOTAL:73,45%"
"FABIO FARIA" "JARDIM DO SERIDÓ" 2088 8783 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.77 "TOTAL:68,83%"
"FAFA ROSADO" "TRIUNFO POTIGUAR" 753 3167 "SUPLENTE" "DEPUTADO FEDERAL" 23.78 "TOTAL:75,22%"
"WALTER ALVES" "PENDÊNCIAS" 2051 8617 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.8 "TOTAL:61,41%"
"EZEQUIEL FERREIRA" "BARCELONA" 834 3495 "ELEITO POR QP" "DEPUTADO ESTADUAL" 23.86 "TOTAL:73,82%"
"WALTER ALVES" "MONTE ALEGRE" 2957 12384 "ELEITO POR QP" "DEPUTADO FEDERAL" 23.88 "TOTAL:68,61%"
"JOSÉ DIAS" "SERRA DE SÃO BENTO" 1007 4191 "ELEITO POR QP" "DEPUTADO ESTADUAL" 24.03 "TOTAL:70,63%"
"RAIMUNDO FERNANDES" "SÃO FRANCISCO DO OESTE" 702 2917 "ELEITO POR QP" "DEPUTADO ESTADUAL" 24.07 "TOTAL:81,18%"
"GUSTAVO FERNANDES" "JOÃO CÂMARA" 4798 19926 "ELEITO POR QP" "DEPUTADO ESTADUAL" 24.08 "TOTAL:47,16%"
"MÁRCIA MAIA" "ITAJÁ" 1259 5229 "ELEITO POR QP" "DEPUTADO ESTADUAL" 24.08 "TOTAL:72,93%"
"RAIMUNDO FERNANDES" "JANDUÍS" 903 3719 "ELEITO POR QP" "DEPUTADO ESTADUAL" 24.28 "TOTAL:60,64%"
"TOMBA" "PASSAGEM" 776 3158 "ELEITO POR QP" "DEPUTADO ESTADUAL" 24.57 "TOTAL:74,35%"
"DRA ZENAIDE MAIA" "PASSAGEM" 779 3158 "ELEITO POR QP" "DEPUTADO FEDERAL" 24.67 "TOTAL:77,14%"
"RAFAEL MOTTA" "SÃO MIGUEL" 3249 13122 "ELEITO POR QP" "DEPUTADO FEDERAL" 24.76 "TOTAL:64,24%"
"EZEQUIEL FERREIRA" "TENENTE LAURENTINO CRUZ" 960 3872 "ELEITO POR QP" "DEPUTADO ESTADUAL" 24.79 "TOTAL:67,87%"
"RICARDO MOTTA" "JUNDIÁ" 745 2999 "ELEITO POR QP" "DEPUTADO ESTADUAL" 24.84 "TOTAL:62,78%"
"GUSTAVO CARVALHO" "CAMPO GRANDE" 1618 6506 "ELEITO POR QP" "DEPUTADO ESTADUAL" 24.87 "TOTAL:50,52%"
"WALTER ALVES" "SANTO ANTÔNIO" 3499 14066 "ELEITO POR QP" "DEPUTADO FEDERAL" 24.88 "TOTAL:59,58%"
"WALTER ALVES" "TENENTE LAURENTINO CRUZ" 965 3872 "ELEITO POR QP" "DEPUTADO FEDERAL" 24.92 "TOTAL:73,06%"
"JOÃO DE BEGUINHO" "AREIA BRANCA" 4125 16546 "SUPLENTE" "DEPUTADO ESTADUAL" 24.93 "TOTAL:75,35%"
"SANDRA ROSADO" "CORONEL EZEQUIEL" 986 3941 "SUPLENTE" "DEPUTADO FEDERAL" 25.02 "TOTAL:78,81%"
"SAVIO" "SENADOR GEORGINO AVELINO" 756 3020 "SUPLENTE" "DEPUTADO FEDERAL" 25.03 "TOTAL:68,44%"
"RAIMUNDO FERNANDES" "RIACHUELO" 1316 5193 "ELEITO POR QP" "DEPUTADO ESTADUAL" 25.34 "TOTAL:68,39%"
"WALTER ALVES" "CARAÚBAS" 3656 14349 "ELEITO POR QP" "DEPUTADO FEDERAL" 25.48 "TOTAL:62,55%"
"RAIMUNDO FERNANDES" "PATU" 1863 7303 "ELEITO POR QP" "DEPUTADO ESTADUAL" 25.51 "TOTAL:56,13%"
"GUSTAVO FERNANDES" "RIACHO DA CRUZ" 595 2331 "ELEITO POR QP" "DEPUTADO ESTADUAL" 25.53 "TOTAL:84,6%"
"ALVARO DIAS" "SÃO BENTO DO NORTE" 688 2694 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 25.54 "TOTAL:70,86%"
"WALTER ALVES" "IELMO MARINHO" 2064 8073 "ELEITO POR QP" "DEPUTADO FEDERAL" 25.57 "TOTAL:73,45%"
"GUSTAVO CARVALHO" "SÍTIO NOVO" 1029 4002 "ELEITO POR QP" "DEPUTADO ESTADUAL" 25.71 "TOTAL:76,64%"
"RAFAEL MOTTA" "VÁRZEA" 1037 4022 "ELEITO POR QP" "DEPUTADO FEDERAL" 25.78 "TOTAL:72,67%"
"FABIO FARIA" "TAIPU" 2138 8288 "ELEITO POR QP" "DEPUTADO FEDERAL" 25.8 "TOTAL:67,32%"
"WALTER ALVES" "BOA SAÚDE" 1547 5993 "ELEITO POR QP" "DEPUTADO FEDERAL" 25.81 "TOTAL:71,12%"
"RAFAEL MOTTA" "RIACHUELO" 1341 5193 "ELEITO POR QP" "DEPUTADO FEDERAL" 25.82 "TOTAL:77,55%"
"RAFAEL MOTTA" "PASSAGEM" 816 3158 "ELEITO POR QP" "DEPUTADO FEDERAL" 25.84 "TOTAL:77,14%"
"FABIO FARIA" "ALEXANDRIA" 2168 8375 "ELEITO POR QP" "DEPUTADO FEDERAL" 25.89 "TOTAL:75,23%"
"JOÃO DE BEGUINHO" "GROSSOS" 1691 6529 "SUPLENTE" "DEPUTADO ESTADUAL" 25.9 "TOTAL:71,83%"
"RICARDO MOTTA" "SANTO ANTÔNIO" 3643 14066 "ELEITO POR QP" "DEPUTADO ESTADUAL" 25.9 "TOTAL:59,16%"
"FELIPE MAIA" "LAGOA DE VELHOS" 695 2682 "ELEITO POR QP" "DEPUTADO FEDERAL" 25.91 "TOTAL:66,56%"
"ALVARO DIAS" "SÃO JOÃO DO SABUGI" 1154 4448 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 25.94 "TOTAL:73,13%"
"EZEQUIEL FERREIRA" "CORONEL EZEQUIEL" 1024 3941 "ELEITO POR QP" "DEPUTADO ESTADUAL" 25.98 "TOTAL:75,52%"
"JÁCOME" "JAPI" 1119 4305 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 25.99 "TOTAL:75,07%"
"SAVIO" "JAPI" 1119 4305 "SUPLENTE" "DEPUTADO FEDERAL" 25.99 "TOTAL:75,07%"
"TOMBA" "SÍTIO NOVO" 1048 4002 "ELEITO POR QP" "DEPUTADO ESTADUAL" 26.19 "TOTAL:76,64%"
"FABIO FARIA" "ARÊS" 2314 8822 "ELEITO POR QP" "DEPUTADO FEDERAL" 26.23 "TOTAL:68,22%"
"ROGERIO MARINHO" "PORTO DO MANGUE" 985 3739 "ELEITO POR QP" "DEPUTADO FEDERAL" 26.34 "TOTAL:68,27%"
"KELPS LIMA" "BARCELONA" 922 3495 "ELEITO POR QP" "DEPUTADO ESTADUAL" 26.38 "TOTAL:73,82%"
"RAFAEL MOTTA" "SANTA CRUZ" 5521 20900 "ELEITO POR QP" "DEPUTADO FEDERAL" 26.42 "TOTAL:57,07%"
"JOSE ADECIO" "TRIUNFO POTIGUAR" 837 3167 "ELEITO POR MÉDIA" "DEPUTADO ESTADUAL" 26.43 "TOTAL:72,47%"
"RAFAEL MOTTA" "JANDUÍS" 983 3719 "ELEITO POR QP" "DEPUTADO FEDERAL" 26.43 "TOTAL:69,03%"
"FABIO FARIA" "SANTANA DO MATOS" 2537 9566 "ELEITO POR QP" "DEPUTADO FEDERAL" 26.52 "TOTAL:66,66%"
"RAIMUNDO FERNANDES" "MAJOR SALES" 603 2272 "ELEITO POR QP" "DEPUTADO ESTADUAL" 26.54 "TOTAL:79,74%"
"MAJOR FERNANDES" "MACAU" 4744 17858 "SUPLENTE" "DEPUTADO ESTADUAL" 26.57 "TOTAL:61,09%"
"RICARDO MOTTA" "JANDAÍRA" 1280 4813 "ELEITO POR QP" "DEPUTADO ESTADUAL" 26.59 "TOTAL:60,97%"
"NELTER QUEIROZ" "SANTANA DO MATOS" 2549 9566 "ELEITO POR QP" "DEPUTADO ESTADUAL" 26.65 "TOTAL:62,29%"
"ABRAÃO LINCOLN" "SÃO RAFAEL" 1594 5959 "SUPLENTE" "DEPUTADO FEDERAL" 26.75 "TOTAL:73,87%"
"RAFAEL MOTTA" "VERA CRUZ" 2012 7495 "ELEITO POR QP" "DEPUTADO FEDERAL" 26.84 "TOTAL:60,31%"
"DRA, HELENEIDE AMORIM" "UMARIZAL" 1891 7004 "SUPLENTE" "DEPUTADO FEDERAL" 27 "TOTAL:64,78%"
"KELPS LIMA" "CAIÇARA DO RIO DO VENTO" 818 3016 "ELEITO POR QP" "DEPUTADO ESTADUAL" 27.12 "TOTAL:78,71%"
"EZEQUIEL FERREIRA" "SÃO TOMÉ" 2023 7455 "ELEITO POR QP" "DEPUTADO ESTADUAL" 27.14 "TOTAL:68,47%"
"ABRAÃO LINCOLN" "RIO DO FOGO" 2184 8038 "SUPLENTE" "DEPUTADO FEDERAL" 27.17 "TOTAL:71,18%"
"FABIO FARIA" "APODI" 6324 23258 "ELEITO POR QP" "DEPUTADO FEDERAL" 27.19 "TOTAL:55,99%"
"JÁCOME" "PARAÚ" 911 3347 "ELEITO POR MÉDIA" "DEPUTADO FEDERAL" 27.22 "TOTAL:73,62%"
"WALTER ALVES" "SÃO JOSÉ DO SERIDÓ" 957 3500 "ELEITO POR QP" "DEPUTADO FEDERAL" 27.34 "TOTAL:70,02%"
"SOUZA" "PORTO DO MANGUE" 1025 3739 "ELEITO POR QP" "DEPUTADO ESTADUAL" 27.41 "TOTAL:68,62%"
"RAFAEL MOTTA" "CAIÇARA DO RIO DO VENTO" 827 3016 "ELEITO POR QP" "DEPUTADO FEDERAL" 27.42 "TOTAL:69,57%"
"FABIO FARIA" "ESPÍRITO SANTO" 1579 5751 "ELEITO POR QP" "DEPUTADO FEDERAL" 27.46 "TOTAL:74,4%"
"TOMBA" "TIBAU DO SUL" 2291 8343 "ELEITO POR QP" "DEPUTADO ESTADUAL" 27.46 "TOTAL:64,83%"
"RAFAEL MOTTA" "MONTE DAS GAMELEIRAS" 593 2153 "ELEITO POR QP" "DEPUTADO FEDERAL" 27.54 "TOTAL:79,19%"
"FABIO FARIA" "BAÍA FORMOSA" 1495 5402 "ELEITO POR QP" "DEPUTADO FEDERAL" 27.67 "TOTAL:66,07%"
"FELIPE MAIA" "PORTALEGRE" 1411 5089 "ELEITO POR QP" "DEPUTADO FEDERAL" 27.73 "TOTAL:73,63%"
"TOMBA" "LAJES PINTADAS" 1112 3973 "ELEITO POR QP" "DEPUTADO ESTADUAL" 27.99 "TOTAL:67,38%"
"GEORGE SOARES" "PARAZINHO" 1093 3902 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.01 "TOTAL:79,75%"
"WALTER ALVES" "CORONEL EZEQUIEL" 1105 3941 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.04 "TOTAL:78,81%"
"GALENO" "RAFAEL GODEIRO" 722 2572 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.07 "TOTAL:81,03%"
"DRA ZENAIDE MAIA" "UPANEMA" 2450 8724 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.08 "TOTAL:60,78%"
"GETULIO REGO" "SEVERIANO MELO" 1559 5547 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.11 "TOTAL:78,26%"
"VIVALDO COSTA" "CAICÓ" 10309 36655 "SUPLENTE" "DEPUTADO ESTADUAL" 28.12 "TOTAL:68,2%"
"CRISTIANE DANTAS" "VILA FLOR" 591 2101 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.13 "TOTAL:71,96%"
"RICARDO MOTTA" "ALTO DO RODRIGUES" 2573 9138 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.16 "TOTAL:62,15%"
"FABIO FARIA" "NOVA CRUZ" 5804 20596 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.18 "TOTAL:64,03%"
"WALTER ALVES" "BREJINHO" 2039 7229 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.21 "TOTAL:65,32%"
"RAIMUNDO FERNANDES" "MESSIAS TARGINO" 986 3491 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.24 "TOTAL:59,66%"
"ROGERIO MARINHO" "SERRINHA" 1540 5436 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.33 "TOTAL:71,96%"
"DRA ZENAIDE MAIA" "PARAZINHO" 1106 3902 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.34 "TOTAL:82,11%"
"WALTER ALVES" "SENADOR GEORGINO AVELINO" 860 3020 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.48 "TOTAL:68,44%"
"WALTER ALVES" "LAJES" 2035 7110 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.62 "TOTAL:62,18%"
"FELIPE MAIA" "CERRO CORÁ" 1862 6502 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.64 "TOTAL:65,22%"
"GUSTAVO CARVALHO" "ALMINO AFONSO" 1168 4067 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.72 "TOTAL:79,3%"
"BETINHO ROSADO SEGUNDO" "TABOLEIRO GRANDE" 586 2040 "ELEITO POR QP" "DEPUTADO FEDERAL" 28.73 "TOTAL:82,31%"
"NELTER QUEIROZ" "SÃO JOSÉ DO SERIDÓ" 1008 3500 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.8 "TOTAL:78,6%"
"HERMANO MORAIS" "BOM JESUS" 1735 6015 "ELEITO POR QP" "DEPUTADO ESTADUAL" 28.84 "TOTAL:52,99%"
